Tanggal,Cabai Merah Besar
2025-06-16,54350.0
2025-06-17,54350.0
2025-06-18,52650.0
2025-06-19,53500.0
2025-06-20,62750.0
2025-06-23,56000.0
2025-06-24,53700.0
2025-06-25,52000.0
2025-06-26,52000.0
2025-06-27,52000.0
2025-06-30,50350.0
2025-07-01,50350.0
2025-07-02,50350.0
2025-07-03,51200.0
2025-07-04,54350.0
2025-07-07,50100.0
2025-07-08,50100.0
2025-07-09,50100.0
2025-07-10,50100.0
2025-07-11,48450.0
2025-07-14,50100.0
2025-07-15,50100.0
2025-07-16,48450.0
2025-07-17,48450.0
2025-07-18,50350.0
2025-07-21,50350.0
2025-07-22,50350.0
2025-07-23,50350.0
2025-07-24,50350.0
2025-07-25,50350.0
2025-07-28,49400.0
2025-07-29,49400.0
2025-07-30,49400.0
2025-07-31,49400.0
2025-08-01,49400.0
2025-08-04,46050.0
2025-08-05,46050.0
2025-08-06,46050.0
2025-08-07,46050.0
2025-08-08,46050.0
2025-08-11,46900.0
2025-08-12,46900.0
2025-08-13,46900.0
2025-08-14,46150.0
2025-08-15,49400.0
2025-08-18,49400.0
2025-08-19,51050.0
2025-08-20,49400.0
2025-08-21,49400.0
2025-08-22,49400.0
2025-08-25,48450.0
2025-08-26,48450.0
2025-08-27,47700.0
2025-08-28,47700.0
2025-08-29,47700.0
2025-09-01,48450.0
2025-09-02,48450.0
2025-09-03,50100.0
2025-09-04,50100.0
2025-09-05,50100.0
2025-09-08,49400.0
2025-09-09,50200.0
2025-09-10,52850.0
2025-09-11,52850.0
2025-09-12,53700.0
2025-09-15,62100.0
2025-09-16,62100.0
2025-09-17,68200.0
2025-09-18,68200.0
2025-09-19,70950.0
2025-09-22,64000.0
2025-09-23,65700.0
2025-09-24,68000.0
2025-09-25,71250.0
2025-09-26,71250.0
2025-09-29,66000.0
2025-09-30,66000.0
2025-10-01,66000.0
2025-10-02,64300.0
2025-10-03,63550.0
2025-10-06,66050.0
2025-10-07,66050.0
2025-10-08,66050.0
2025-10-09,66050.0
2025-10-10,66050.0
2025-10-13,69650.0
2025-10-14,69650.0
2025-10-15,69650.0
2025-10-16,69650.0
2025-10-17,66200.0
2025-10-20,66200.0
2025-10-21,66200.0
2025-10-22,66200.0
2025-10-23,66200.0
2025-10-24,66200.0
2025-10-27,64400.0
2025-10-28,64400.0
2025-10-29,64400.0
2025-10-30,63550.0
2025-10-31,64400.0
2025-11-03,72150.0
2025-11-04,73000.0
2025-11-05,73000.0
2025-11-06,73000.0
2025-11-07,88700.0
2025-11-10,92150.0
2025-11-11,92150.0
2025-11-12,92150.0
2025-11-13,89350.0
2025-11-14,89350.0
2025-11-17,89350.0
2025-11-18,85400.0
2025-11-19,85400.0
2025-11-20,85400.0
2025-11-21,85400.0
2025-11-24,80300.0
2025-11-25,78650.0
2025-11-26,78650.0
2025-11-27,78650.0
2025-11-28,77800.0
2025-12-01,77000.0
2025-12-02,77000.0
2025-12-03,72850.0
2025-12-04,72850.0
2025-12-05,72850.0
2025-12-08,71200.0
2025-12-09,71200.0
2025-12-10,71200.0
2025-12-11,71200.0
2025-12-12,71200.0
2025-12-15,68700.0
2025-12-16,68700.0
2025-12-17,66050.0
2025-12-18,63650.0
2025-12-19,63650.0
2025-12-22,59250.0
2025-12-23,59250.0
2025-12-24,58300.0
2025-12-25,58300.0
2025-12-26,58300.0
2025-12-29,51600.0
2025-12-30,50100.0
2025-12-31,50100.0
2026-01-01,50100.0
2026-01-02,49250.0
2026-01-05,47600.0
2026-01-06,45950.0
2026-01-07,45950.0
2026-01-08,45950.0
2026-01-09,45950.0
2026-01-12,46750.0
2026-01-13,44450.0
2026-01-14,44450.0
2026-01-15,42650.0
2026-01-16,42650.0
2026-01-19,41750.0
2026-01-20,41750.0
2026-01-21,41750.0
2026-01-22,41750.0
2026-01-23,43400.0
2026-01-26,43400.0
2026-01-27,43400.0
2026-01-28,43400.0
2026-01-29,44350.0
2026-01-30,44350.0
2026-02-02,41050.0
2026-02-03,41750.0
2026-02-04,41750.0
2026-02-05,41750.0
2026-02-06,41750.0
2026-02-09,43450.0
2026-02-10,43450.0
2026-02-11,43450.0
2026-02-12,45100.0
2026-02-13,46750.0
2026-02-16,46750.0
2026-02-17,46750.0
2026-02-18,50350.0
2026-02-19,50350.0
2026-02-20,52000.0
2026-02-23,55350.0
2026-02-24,53700.0
2026-02-25,52000.0
2026-02-26,52000.0
2026-02-27,52000.0
2026-03-02,50350.0
2026-03-03,50350.0
2026-03-04,50350.0
2026-03-05,50350.0
2026-03-06,50350.0
2026-03-09,50350.0
2026-03-10,50350.0
2026-03-11,50350.0
2026-03-12,50350.0
2026-03-13,57250.0
2026-03-16,65500.0
2026-03-17,68850.0
2026-03-18,68850.0
2026-03-19,68850.0
2026-03-20,68850.0
2026-03-23,68850.0
2026-03-24,68850.0
2026-03-25,70600.0
2026-03-26,67600.0
2026-03-27,67600.0
2026-03-30,63550.0
2026-03-31,63550.0
2026-04-01,62100.0
2026-04-02,62100.0
2026-04-03,62100.0
2026-04-06,52000.0
2026-04-07,52000.0
2026-04-08,53500.0
2026-04-09,53500.0
2026-04-10,53500.0
2026-04-13,56200.0
2026-04-14,56200.0
2026-04-15,57000.0
2026-04-16,57000.0
2026-04-17,57000.0
2026-04-20,61450.0
2026-04-21,61450.0
2026-04-22,63100.0
2026-04-23,64600.0
2026-04-24,64600.0
